Trimmed Review,Rating
it is an awful dow game but most    it being   dow  game it is an awful awful rts game in general  most  your time spent in this game is waiting for your resources  going back  your base   your units   it is  waiting around  enough resources  make an army  going back  forth  your base  enemy    devs abandoned  game  did not even fix it  requisition gain is around   per minute whilst your units cost   power gain is sometimes    minute  you spend   on stuff          requisition  power gain in this game is so slow it is  stupid       only reason i bought it was  play    game  if you are only interest is that then buy it but if it is not then stay away from it ,0
lost everything that made this series fun then abandoned it rather than try  fix  really not  at all ,0
you have   great dawn  war series  this is ridiculous way  game was designed compared   other two ,1
 game,1
better than company  heroes ,1
 positive review is that i was able  quickly uninstall this game this game is awful do not even think about it,1
i am  big fan  warhammer but this game  i do not recommend  buy,0
two major issues with this game     they tried  make it  moba  they said specifically in an  they were looking at dota  lol when making     philippe boulle  he also said that if  players did not like this game then it is on them  essentially not taking    it seems  me that these are  two main  as  why this game is such   ,0
 is best game  only da boyz give da best reviews  orks is best boyz  da boyz are good  strong   but da boyz playing  da boyz  ,1
not what i expected for dawn  war  ,0
 original dow was one  my favorite rts games    was good but not particularly memorable  i had read  reviews about how bad   was so i waited  it was on sale  it is still not worth it  terrible game  poor mechanics  horrible single player where you keep switching races  just hope it has not killed  series  they can get back  its ,0
why are we here just  ,0
do not bother  only   armies available  no further dev support  they abandoned  game because  how terrible it is  it is just   with  few new things  i will be   original series  for more   more armies   more blood for  blood god  another failed attempt at  warhammer    game  added   ever  list ,0
if i had   one word  describe  this game it would be disappointing  although  graphics look great in my opinion   campaign is nothing special  what i assume was supposed  be  main    game  multiplayer  also   it seems like they tried  combine league  legends with base  army building   result was not something that was enjoyable  play  i have  add   here as i have only played against solo multiplayer with ai  so i might be missing some aspect  it that makes it better with other players  though i doubt it  this combined with only   race choices really   options that might have saved this game  they try  make up for  lack  races with selectable elites  army doctrines  while i like  concept   mechanic overall  it does not make up  lack  playable races  which was one   big parts i liked in  original dawn  war games  but  main reason i would not recommend this game is it is been abandoned so there is no hope  improvement or future dlc that might have made this game more enjoyable  ,0
i like  game   i understand why this game has mixed reviews  i agree that  game is not amazing but i think  relic deserves some credit    good   gameplay    gameplay is not like dow i or ii but is  sort    base building is back but not as complicated  some aspects  dow ii ability focused gameplay  trying    both games fans they did  good job  graphics    if i could run  game with good graphics it would look brilliant  story   not amazing by any means but it is good  i like    factions style  audio   impressed with  audio quality  voice acting is great  bugs   never encountered any bugs  customisation    army painter is great as there are so many options  skins for elites is  nice touch multiplayer    multiplayer at launch was not great  played out similar   moba  however with some updates  multiplayer has more modes  maps which make it feel more complete  unfortunately in     due   lack  players  game was   multiplayer is dead but if you have friends or  group  play with i suggest doing so    bad    voice acting  gabriel angelos     voice actor is fine but   will always be gabriel angelos  it does not sound right   animations   they are not bad just look very much like     from  gore  its just out  place   overall i like  game  it feels  as  core  both dow i  dow ii is so different  dow ii  aspects  both  however with updates  some thought  this game has changed  fair bit   more content than at launch  i would recommend but advise you  wait for  game  go on sale  buy it ,1
 emperor ,1
this is  great game  i enjoy playing it time  time  would have like there  be more races just like soul storm  hopefully there will be dlc  even free      ,1
i enjoyed  campaign  voice acting was fun  art is quite good  army painter is   great units  races are distinct  it was nice  finish  dawn  war story after   first game so much  playing through    as well  though it was less my style    i do wish it had  dark crusade style campaign mode as well  add some     music is not bad either  but not memorable   some times unit selection or ability  felt  bit off  i am not sure exactly how  describe it   i hear  word      some people   so i guess i will just say   are not as  as i would have hoped   honestly that is my main complaint  also sad  necrons  other races got cancelled   early negative reviewers    take  bit longer than i would have expected    i encountered zero bugs   i bought  game on sale  feel like it was worth it for  campaign  some model  alone  it makes me want  get back into      models again  i had an enjoyable time  will probably come back  run  skirmish or two with each army as well  see how they play without  objectives    recommended on sale if you want  see  story or  with  customization  or really if you have any interest in warhammer  no expectation  active multiplayer or  prettier clone  either    games  ,1
i actually like it  wish relic did not stop caring about it,1
nice rts game,1
not   game itself  but if you are  fan you should play this  it does feel like  warhammer game but story wise is rubbish  really  blood ravens again  so many chapters  play with   relic had  it again  its still  great game  really enjoyed what they done with heroes  reminds me very much  warcraft   so yeah thumbs up for this game ,1
if you are  previous dawn  war player  both      you need  head into this game with little expectations as it is drastically different from both   if you have little  no previous dawn  war experience  i personally believe that it is  very fun rts game set in    universe   fun campaign  dead multiplayer as unfortunately  player base  devs abandoned  after launch but playing against ai is alright  overall get  game if its really cheap  you just want some time  kill ,1
 warhammer   dawn  war   is flashy   with complex  micromanagement heavy   its single player campaign is long  challenging  but feels uninspired because it rarely makes  use   three factions  abilities  in multiplayer it s even more demanding   chaotic  but with only one mode  not  lot  maps  it seems limited   relic deserves credit for not simply   same game with prettier graphics  but this hybrid approach  t feel as strong as dawn  war   memorable tactical focus ,1
not as good as   but still pretty good,1
pretty good campaign  worth it on sale ,1
 only improvement this game has over warhammer   dawn  war ii is  graphics  literally everything else is worse ,0
game is shit   copy  paste   rest   series  where are  rest   factions      ,0
cool,1
i enjoyed  previous dawn  war with all   expansions  i also enjoyed dawn  war   which plays like company  heroes  small squads with  lot     best part   dawn  war series is  multiplayer with friends  i bought this game  immediately uninstalled it because multiplayer is broken where you can not invite yours team friends  i searched    this was an issue since   with     that it was  known issue  not being able  invite steam friends  play an rts makes me sad  do not buy this if you want  play with your friends  you will not be able  see any steam friends in  list  i am getting  refund for this garbage game ,0
my friends  i played  loved  other dawn  war games  we got this on steam sale because despite  negative reviews  we could play with each other  mess around  have fun        we could not invite each other  our party  there is no one listed in steam friends  using  steam menu  invite friends   game does not work  i  requested  refund  uninstalled  i can not believe that  game released in  last  does not have this  working ,0
i am going  try  write  review that could have saved me from purchasing this game    this game looks like  exact thing   dawn  war i player is hungry for  but it is mostly an empty shell   it would be  great    for those  us that loved dawn  war i  this game appears  finally be  decent sequel with base building    at first    it lives up  that   there are technically buildings you can build   but there is not much   game here    single player campaign is trash    all   races are  together  which means i have   through tedious ork  eldar shit before i can play space marines again   there appears  be only  single campaign  so for my money i have gotten about   levels  with one  them being  little more than  tutorial   some   new game mechanics  like these elite hero units are interesting  but there is also this mechanic where you have  choose different  for your army each game  like making your marine units run faster    this adds an  complexity   game though  how can i possibly gain  deep      its combat where there is are n  variations  gameplay    base buildings seems highly  also   you are no longer free  scale up power production at will   it feels like i am on     whole time    graphics are certainly  over dawn  war i   if it had   real  single player campaign it would be good   if it had anything close  dark crusade or soulstorm is campaign mechanics  it would be great ,0
this is such  garbage   game  if you like   please do not buy this game ,0
do not get this,0
for  couple  hours on campaign   tutorials i can tell   cons   its very bad that they   cover  building  mechanics    they basically imitate  moba style  play with troops as minions  elites as heroes   in  bad moba   bad dow   pros   visuals  elites abilities are ok    empire knights    campaign takes you through different factions on  single   better than doing  same campaign for every faction like on retribution   better off playing dow  ,0
good game  an interesting mix        im really enjoying multiplayer  singleplayer so worth  shot,1
 campaign is great  but i love  skirmishes more  ,1
it is  warhammer universe in all its glory  i do miss   game is base building though   ,1
this game  game is    is  pile  my   after poorly    i am unable  even think  creating   positive review on this game  how could you even think that i would never see this pile        do not you know  you make an     i am  god  very   could destroy  entire  system by simply   relic entertainment never do this again  ,0
great rts,1
great rts   amount  heroes   unit micromanagement remind me  warcraft   which i loved  battles are intense visually     i have played dow    this is unlike any  those  but it is  good game in its own   many people can not accept change ,1
i really do not understand  hate for this game  if you like rts games    you will have fun   base building elements are definitely weak  but  control points are   ,1
  sisters     every race heed not  call    gods  for this is not dawn  war    this is not  glorious  upon which     imperium have  their blood  this is  hollow     husk  barely  as      i got this game for     i still do not recommend buying it    fuck me it is gonna take  few days    get this taste out  my mouth ,0
this game was  biggest waste  money   developers gave up  content is shit  only three factions  it is basically  really bad moba for  ,0
this is  worst dawn  war game,0
with    steam community mods  maps available  dawn  war iii has finally been  far above it is original   vanilla release  i am enjoying this title now far more than i did when i purchased it on  release date way back on       i am  out  huge thank you   all  dedicated    extremely talented modders  map designers who have stuck with this title ,1
it is quicker than   ,1
this game has taken  lot  shit  but i would not consider it  bad game   bit uninspired    but not bad  it is lacking  bit  content  but what is there is decent enough   story was  enough  keep my interest up throughout  campaign  i would have preferred if there had been separate campaigns for  three playable races as  moving back  forth makes it harder  develop  feeling for  race  their    it is not worth full price  but get it on  good sale  you will get  fair amount    for your money ,1
my experience so far   hours gameplay  is not good     it was made as recently as   is  for  quality   tutorial by   voice  made me lose all will     in place for it were   i have already encountered  few random bugs  units moving but staying  etc   armies seem  be pointless compared   elites  as an elite can basically wipe them  which   question  why have  army  or why have  elite  some special abilities  elites are also   apparently launching over  large  is fine  though  can be found with small   wtf      standard army units   control  them is just ugh  you can select groups   which way they face when moving but they will not even consider putting melee at front  also most  them are happy  stand there  just get shot from    do absolutely nothing about it  so if you are being  by multiple   which happens  few times in mission   then you have  micromanage everything  it just makes  whole experience feel  little tedious  not that typical     there is no stance  that allows them  react  this  oh   every time i try  close  app after playing  game  it crashes  meaning i have  force   app down using my  system  i lose all experience  by my elites even though i played several games   good points  it was   for me on  deal  different  talk as you would expect them  talk i like rts games  this  rts game     i like   i am out,0
i am personally  big fan or rts games so this ones great ,1
      graphics         you  what  is   beautiful   good   decent   bad   don t look too long at it   paint               it does not have   bad   average   good   fantastic   make your own story   its multiplayer what did you expect        gameplay         very good   good   it s just gameplay       at walls is better   just don t       audio           very good   good   not too bad   bad           audience         kids         humans        pc requirements         check if you can run paint      decent   fast   rich    ask  if they have  spare computer        difficulty         just press      easy        easy  learn   hard  master   difficult   dark souls        grind         nothing  grind   only if u care about     isnt necessary  progress   average grind level   too much grind   you  need  second life for        game time        long enough for    coffee   short   average   long             price        it s free    worth  price   if u have some spare money left   wait for that sale drop   not recommended   you could also just burn your money       bugs        never heard    minor bugs   can get annoying     survival evolved    game itself is  big  for bugs   fallout         overall        it is so bad     ehh     oh yeah     not too      yes baby       i will add  campaign is good  play alone as it continues  blood ravens chapter  eldar   new   familiar      factions you will be playing as   space marines  eldar  orks   multiplayer is dead for good reasons as  devs abandoned it  never giving is  chance   it back from  dead  which is  shame since dawn  war  dark crusade    with its fantastic gameplay  choice  faction    wait for  big sale drop  pick it up for  story  skirmish matches with friends if possible   hopefully dawn  war   stops adding in factions we have played as previously  gives us something in return with  true dawn  war experience  that means no paid chaos faction  again as they love  do that in every warhammer series  blood pack ,1
 single player campaign is pretty interesting,1
being  fan   dawn  war franchise   how bad   was i still bought it       keeping true  each race   separate campaign would have been wonderful    for  series     elites  special  abilities  plus       unit control okay    unit upgrades  cool  i think though after playing it   jumping from race  race kinda got on my  always  tactics  i hope this does not kill   series  take  time  read what people want for gameplay   story is always   on top but listen   people   ,0
brilliant,1
fun game  i love   so playing as  space marines is amazing  plus playing  heroes too ,1
it is    dawn  war soulstorm ,0
note  i only played  campaign  only get it if  like me  wanted  have all  dawn  war games  i loved dawn  war    made several times  campaign  soulstorm expansion  i even liked  campaign  dawn  war   with  rpg elements  not so much  standard games because you would only make units  no buildings   but this game have very little  what i liked  previous games   basic thing that i loved about    universe is  gore  i did not feel it in this game  maybe because  unit models are so small but got none  them   game feels slow compared      other games  you have resource points but they generate resources  slow  some times i just had  wait in my base in order    force  start attacking  enemy because it was so slow   elite units in  campaign are nice but thats about it  i wanted  play this game because   titans  they are there  feel good  have that  power but you get them at  end   campaign so you can not enjoy them much   game lacks  most everything that i loved about  first game  liked about  second   shame because    universe is  great place for rts games ,0
its good,1
i have tried this game on two different computer        it is just    even   years on  i am sure it is  fun game  but i just can not recommend it  someone who wants  play  game ,0
fun game ,1
i tried really hard  like dawn  war iii  but   three games in  franchise this was   game   on  positive note  being able  use  titans was  blast ,0
brilliant update   dawn  war series  wish it didnt crash ,1
    short campaign      races only  no chaos  necrons  tau etc     meh multiplayer  buy only on sale ,0
from someone who is played  enjoyed previous   this series  take it from me that they completely  on this franchise  did an  by yet again    in game system  it went from base building rts   single unit control   mixture   two with  very vanilla storyline  they got  few  reviews   in  corner  decided  no longer support it   please only buy this game if it is discounted below  ,0
ok ,1
nice rts  awesome graphics,1
what  broken game  dawn  war    their  expansions are  much better than this piece  crap,0
actually i enjoyed it  dow ii was good but  elites  sheer increase in troop numbers makes this game more fun  dow ii was restrictive in  troop numbers  this is  big improvement ,1
bruh,0
  do not have any    animations do not look right  finished  first level  crashed     is like  different game from  series for    why change it if it is not broken ,0
i got this game some time ago  i did not remember why i never played it  today i tried again  now i remember   ui text scaling makes this game completely unplayable  i have searched around if after all these years they added an option or somebody made  mod  but no chance  will uninstall it for good  just  waste  hard disk drive  it is such  shame that  game  this production value is broken  just because  developer could not be bothered  offer  ui scaling option ,0
its  fun game  plus you can mod  hell  it,1
more squad based than  other games  though did bring back base building  bringing in  elite units   army doctrines  spice  game up more   i find there is no two games that play exactly  same    that being said  i very much wish there were more than just orks  space marines   eldar  very much lacking in  army options ,1
as   warhammer   fan  i like this rts game ,1
nice strategy game  perfect  combine   for this kind  games  for warhammer   in general ,1
i still bought it despite negative  after release  didnt play it much but i thought  purchase could help support development  i had hope that this game could be saved  just  few updates  more dlc factions  maybe  be as good as  ultimate apocalypse mod  but balanced    for   i hoped because this game has potential  unfortunately its abandoned  now my purchase was wasted   shame its  death  one   best   game series is out there as well  devs    should all be  for abandoning this game   series it  for  pathetic ,0
still prefer dow      think that  controls are off  sometimes do not do as u ask them  do  but still fun  d,1
if you want   rts buy dow      stay away from this game ,0
so much fun  ,1
its  great game,1
pretty decent single player campaign,1
single player campaign is great ,1
i have not played  multiplayer  but  singleplayer is just awful   it is essentially   just big  biggest mass  units  win  game  but with hero units that are almost  from  rest  your units that will   get lost in  rest  your units   good luck with that  because  hero units need  be  constantly   missions are full   which  when you  them   in massive forces from   so always make sure you have about     force needed  complete your next goal before you attempt it ,0
i loved dawn  war ii  but dawn  war iii is horrible   you play   different races  but instead    full campaigns   races are put in     result is   campaign with  races per mission  you do not even have time  get familiar with one race before you have  play another race for   more missions   i got  game on sale for around      any price higher than that is absolutely not worth it   now that i have play it  would i have bought it for    no  i would say  game worth   ,0
this great game,1
worth it on sale  picked it up for    no regrets,1
bought it on sale  considered it well worth  sale price     graphics  atmosphere   game is done very well      part   game is much more interesting as it has titan size units    its    dow       whilst an interesting idea doesnt quite work as waiting for certain resource points such as power takes  long time in game  units remind you  dow   types but are not as interesting in player  or as   although  disappointment  nevertheless   move by  developers   pity it did not work out well     story itself is  typical warhammer   nevertheless done well   story line in  is   there are story  however left   as  dow  warhammer fan however i still enjoyed it   get  game on sale    ,1
sadly by far  worst dow   singleplayer is so easy it is  joke  also it is more  moba with base building  than an rts  regular troops  only rarely needed  plus if used your hero levels slower    skills  unlock  nope nothing  do here     oh  your hero has just   left  fall back  screen   go get  coffee or do something else because after    he is back    health  even with  best skill you will have  do this   so killing is just  grind  there is no way    except being utterly stupid  going in  fight with low health ,1
great game  not  rts though,1
thanks  steam reviews  game was dead on arrival   it is hard  recommend it  average player count is usually below   so finding multiplayer games may be difficult   campaign was nice   it was fun for  time i played  looks great  gameplay is weird at times  heroes are op  shame we never got necrons ,1
i say this game is pretty  nice   any fans will appreciate it   ,1
it is like all  other games but worse,0
i have played both  dawn  war company  heroes   so on i knew  this company is great  doing strategy games   but let us say it clear   when i knew that relic was in charge  dawn  war iii  i was really hyped  now that i know that  relic is in charge  age  empires iv  i am really    ,0
i  enjoyed this game  bit  but i can only recommend it on sale  i got it at     even if it is not terrible by itself  actually  fun little moba rts hybrid for      it is   dawn  war game  with little resources or care  on it  half assed balance mechanics  poor   details   it has been abandoned by both devs  community   campaign missions are easy   even on hard but are quite varied  with bonus objectives  multiple   some   missions  there are resource packs around  levels  reward   early    final boss is  damage  with trash mobs  like   ones  but  difficulty here is way higher  against   storm   health pack management  heroes   mobs   boss stuns  are key  it is very  if compared   or   that were just  boring attack retreat loop   it will  some health  you will have three       your   clear mobs or pick up health packs  i like that  story it is mostly about eldars   best race   not  usual imperium vs chaos  i also liked that you get  play with all races  see their point    what i did not really understand was  whole reasoning       about  macha  because  bruh  me your strenght     when she would have   with   only   all     greater   or  throw away   eldar lives  except that it was also  bit   whole  lol just   battle  into  planet  who    with no  at all or noticeable    mediocre story without depth weight or memorable moments  except for     moment   entire    gameplay   gameplay lacks balance  its design feels like  bad  up  mechanics from dawn  war   dawn  war   starcraft    mobas   plus   it   ton  core mechanics  more in depth down below    base building first thing first base building is back   i like  lot that you can build your buildings everywhere since it    other good thing is that your production buildings are   little icons for an easy  quick alternative    but at  same time  lack  generators    locked  doctrines   multiple upgrade paths or  very fact that tech progression is literally based on your   not  specific structures   big  between all three races  are things that   remove any kind  build order  player choices or tech paths    build orders further  by  ton  potential upgrades  replaced by pre selected combat doctrines  elites   covers covers are basically gone  on   you have  control point that creates  destructible    makes all units  it   almost all kind  ranged damage instead  systems like destructible covers garrisons  light heavy cover  positive negative cover or garrisons  income upkeep  cap   whole management    upkeep is  complete mess   first  all you we went from      cap or      cap  an    population cap  but at  same time we have    upkeep  meaning that  more big your army gets   more slowly you upgrades tech progression goes   me this does not make any sense  an upkeep system works on  small armies skirmishes games like      upkeep  or warcraft     low upkeep     high upkeep   where you produce big armies  get  mid late game   knowing that at  same time you are losing income   down tech progression  but on dow what is even  point     cap when you start getting  at   population   bigger your army becomes  less you can advance tech or even produce power units  vehicles or specialized infantry  or get new units because your income  especially power  can go down  zero  here is  problem  how are you supposed   elites  tier   ultimates drop pods etc    or  with tons   units  no income   me it does not make sense  put an upkeep system thought for small armies in  game with this amount   damage  three elite units   titans  it is like  game wants you  start with very few units so you upgrade fast  tier    then play mid late game with  few tier   units     low price trash until  end  combat system my main problem with   combat system is that it tries  imitate starcraft     systems when dow is  different game  about tactical management  prolongued fights   certain   macro map control     is  game about   macro      micro with quick   fights    systems works well for   but are horrible for dow   units   damage  quick   completely remove your  tactical management  prolongued fights   since everything gets  in no time    problem  by moba  like  powerful elites   titan elites  overtuned ultimates   system that is basically all about  skills   crowd control  mostly stuns              long gone is   system    or even better     skill systems from   other thing i do not get is why still lock some doctrines  colors behind  grind  or even    even see non purchased skins  overall    cartoony  looks good on eldar  mostly mediocre or  with space marines   gabriel angelos looks straight from league     it is horrendous with orks  it is like they came out from   at times  voice acting is overall mediocre or   actually horrendous on orks  gorgutz   kills are gone  there is  ton  animations spells that  warhammer lore  like gabriel terminator backflip or  turned into     whole  interface is  bit   especially  heroes   storm style map that is not  into    works well for  but not for   even if i like  total war  unit icons    lot  sound effects  attacks  animations  voice lines lack any kind  weight or   super elites  imperial knights      are  best thing    they feel powerful  it looks amazing   with your army  by your personal     that is all i have  say about    mediocre  disappointing game  good for  few games  nothing more  it was impossible  save because it was badly  from  very beginning  especially   drive into e  where even starcraft   barely  even with  strenght  its name    do not be sad that   happened  be glad that it died before doing too much damage ,1
i am trying so hard  force myself  play this game so i can finally finish  available series     but its just so hard  get into it  yes it is more like   but it really is not like   at  same time ,0
this was  bit   miss for me  i will start by saying overall i actually like this as  game  it is just not  good dawn  war game  just about every aspect  this is  step back from dow   from  gameplay    campaign  even  soundtrack just does not have that same magic  previous games have  relic seemed  have had  bit  an identity  with this  while i can see how they tried    lines between   there is  number   steps that hold it back from getting    that vision  flow  let us talk about some      production quality is top   graphics animations are killer  it is got all   you want in  warhammer game   three races  play  each play pretty differently  have their own mechanics  level  skill  master   campaign let us you play all three races at once   between them  this works well as an  tutorial  sorts as you get pretty well  with all races by  end  it is also well voice acted  is plenty long with lots    some fun character       hero types  doctrines  you choose special bonus options for your troops before you start so you can customize play style  actually lead  some pretty interesting play styles  now some      while i did not mind  idea behind having heroes take center stage  for  most part they are way  powerful  it is really  race  getting  most powerful hero out because as soon as you do it is pretty much game over   visual  at late game  especially with multiple players is   there is so much going on at once your whole army will die in   seconds  you will have no idea how    above  me   fact  micro you need   play an army plus three heroes at once  especially if you are  weaker eldar  is insane  let me say that again  in  moba you play one hero  you can focus on doing it well  here you are expected  play three heroes  an army  only  micro god can play everything  way it is meant   it is not really fun   with everything   wrong  with  wrong heroes constantly    campaign is     fine but mostly an  in patience as you attack move your way through    it with stops  wait for  slow   requisition needed  rebuild an army that got   killed by enemies spawning in all around you like magic   story is  ok  but again  step back from previous games   power core mode is dumb  again an attempt  make  game more like  moba  it just does not make much sense with this kind  rts gameplay   you can fix this by simply playing annihilation mode    not enough maps  environments  modes  no last stand  even though this would be  perfect game for it    game is currently abandoned  dead  no one plays   ai is quite bad  this is  real  in   for me since if you got  game today there would not be enough staying power  make it worth  in  perhaps if you are  warhammer fan  pick this up for cheap you might enjoy it  otherwise you can just go play more    will have  better time overall so it is for that reason this game is not recommended by me,0
how  kill  franchise   everybody asked for      we get this  piece  trash ,0
dawn  war   is  pretty basic game for what it has  offer its basically dawn  war   but with    attached at  very end  campaign is ok for what it offers but  other then that multiplayer pretty much is dead for good  there is  bit  unit  with  workshop mods but that is basically it,1
more challenge than previous versions,1
do not know why they decided  take out so much   customization from   like    in this one you can not actually pick your characters  like in ii   camera is alot closer  i really like dowii but after about   hours  this one  its not great  just ok sort    it really   mind why they would take out character upgrades in  rts rpg  its really stupid ,0
its  ,1
not  best dow but not bad either  if you are unsure get it on sale  give it  try  campaign has  similar feel  previous titles  took me  while  get used   slightly different game style but still feels like dow overall  unfortunately large armies are  bit awkward  look after  at that point  numerous unit abilities are  bit   i found abilities awkward  activate in  middle  bigger fights so i sometimes ignored hero      this game has had  lot  bad rep so i waited several years for  good sale   before trying it   i am glad i did not get it full price but i am glad i have played it  i think they could have turned it into  much better game with  solid patch   i just hope  next game moves away from     per minute  emphasis ,1
  good game  reminds me  coh   which i also love    game is not as dead as some seem  believe   i can find  match within  minutes late at  when no one should be on   i got it on sale  would not have bought it full price  but it does not deserve such bad reviews  i believe most bad reviews are from people who were already fans   franchise  got disappointed ,1
this game is fun  somewhat  but  entertaining ,1
let us either have  remake     collection so we can get  old   feel back with high end graphics  or  let us get    with all  factions from         survival was really fun     has  ,0
it doesnt have half   real units  factions in warhammer  it just isnt that fun anyway,0
campaign is so boring  poorly acted that i can not keep going  gameplay mechanics are outdated  poorly   even for    it is not worth it ,0
i actually think this game is pretty awesome   visual effects  sounds are great  people are upset that its not close enough   original dow but i am judging it as its own game   on that   it is pretty awesome ,1
wonderful graphics  intense battles  epic  say  least ,1
for someone who is new   warhammer franchise  has never played dow   or    i have  say that this game is very good   i have been an  gamer my whole pathetic life  at my age its hard  find games that are appealing   definitely worth every penny ,1
i know i know  this game does not have as many playable empires nor does it have as many vehicles or customisation as  original dawn  war but hell  i enjoyed it  fun campaign  multiplayer is pretty decent  good buy for  price ,1
this game took way  much un fair hate  sure  multiplayer was  failure but  campaign is actually very fun  had it not been given so much hate at launch  it could  fixed its multiplayer  been  great game  but now   dead game  i would  loved  get necrons  tau     rest with this level  graphics   shame,1
rip dow,0
this game gets   lot  bad press  it is true that it is not as fleshed out as  previous titles    but  graphics are  done  they really bring   from my   life  particularly  eldar look amazing    multiplayer for this game is fun  action  with good   i wish more people would play  it is definitely worth  sales price   it is  shame relic never fully finished making this game all it could be  but it is still  fun game as it is ,1
great game wish they add more people like chaos  stuff from   game ,1
amazing   just needs chaos space marines,1
i do not give  fuck about dow  dow ii  this is  solid rts ,1
if your computer can run this game  its super fun  got it for   dollars  it was worth every penny  not as many factions as dow   or   but more fun than dow   not  mention it has  ork  eldar titans ,1
i played   ii   this game was just terrible  awkward mechanics   was annoying  camera  annoying   through for   hours   gave up out     tired  storyline  orks are attacking imperial forces  space marines come  save  somehow eldar are involved  but it is really  plot  chaos all along ,0
i guess for  fans only  not good for new players,0
any warhammer   game is interesting  me  as third installment  dawn  war series it is  must have  game  game itself is good  not great but good enough  complete  story  gabriel angelos  blood ravens chapter ,1
it has good graphics,1
these graphics  models    i feel like i am playing mobile strategy  not  dow   dow   are much better  i completed   missions  then i had no   continue even though  next mission was eldar one which is my favourite race ,0
worth  sale price ,1
fan  dawn  war   or   avoid this game  it is utter trash  does literally everything wrong  should not even be possible,0
 game was abandoned by devs  is it worth it at its current state  no   only   hope were  promised updates that never came  they will not deliver promised updates  because  game underperforms  but  game underperforms  because they did not deliver  promised updates  they said they were going  focus on other titles  good for them  i am going  focus on other  that do not abandon unfinished games ,0
boring  does not feel like  dow game ,0
great game ,1
this was  miss gameplay wise    ,0
can not believe i had this game     perfectly good disk space  finally got around  it   finished  campaign in casual  time for uninstall  this is prolly  worst game in  series   it doesnt provide anything   its another try   together strategy  rpg  it kinda worked on dow ii  but not this time  this game features very slow units  including   eldar in    d    tedious missions    that is usually  in  mess  units  effects  mostly useless elites  imperial knight kind  op   single camera angle that sometimes changes during missions    chaos did not see that coming     who gets  down for  final battle    this game also has maybe  best intro movie ever created  so its not total loss  in     rpg   dow ii    strategy   dow soulstorm just  myself  get  taste  sega from my mouth  ,0
finding it  be  fun experience  takes  bit  getting used   it never feels like you get energy fast enough  but i am having  good time playing it ,1
heard about dawn  war     remaster  something like that   should use graphics     ,1
i love this game    i recommend it  anyone  everyone   ,1
any fan   warhammer   universe should have  great time with this game ,1
